scorer,DeepCut_resnet50_eyes_onlyJan25shuffle1_350000,DeepCut_resnet50_eyes_onlyJan25shuffle1_350000,DeepCut_resnet50_eyes_onlyJan25shuffle1_350000,DeepCut_resnet50_eyes_onlyJan25shuffle1_350000,DeepCut_resnet50_eyes_onlyJan25shuffle1_350000,DeepCut_resnet50_eyes_onlyJan25shuffle1_350000,DeepCut_resnet50_eyes_onlyJan25shuffle1_350000,DeepCut_resnet50_eyes_onlyJan25shuffle1_350000,DeepCut_resnet50_eyes_onlyJan25shuffle1_350000,DeepCut_resnet50_eyes_onlyJan25shuffle1_350000,DeepCut_resnet50_eyes_onlyJan25shuffle1_350000,DeepCut_resnet50_eyes_onlyJan25shuffle1_350000
bodyparts,left-eye-outer,left-eye-outer,left-eye-outer,left-eye-inner,left-eye-inner,left-eye-inner,right-eye-outer,right-eye-outer,right-eye-outer,right-eye-inner,right-eye-inner,right-eye-inner
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
2329,271.4748754501343,59.955464363098145,1.0,245.46159541606903,50.47589874267578,1.0,58.60362458229065,63.862728118896484,1.0,76.83213901519775,51.567570209503174,1.0
2330,271.63087821006775,60.52451133728027,1.0,245.4585666656494,51.5888671875,1.0,58.49519217014313,63.95313262939453,1.0,76.07724094390869,51.10672473907471,1.0
2331,271.0410363674164,60.39525032043457,1.0,245.33241164684296,51.34577751159668,1.0,58.71455359458923,64.16220474243164,1.0,76.40185832977295,51.2994384765625,1.0
2332,271.54058384895325,59.68796920776367,1.0,245.6713010072708,51.13006401062012,1.0,58.84397828578949,64.62547779083252,1.0,76.39384937286377,51.12428522109985,1.0
2333,270.6144802570343,60.953022956848145,1.0,245.79272413253784,51.99395179748535,1.0,58.41864216327667,64.25986862182617,1.0,76.49178123474121,51.0327787399292,1.0
2334,271.0835795402527,60.85933876037598,1.0,245.27866685390472,51.41096878051758,1.0,58.46303701400757,64.75325202941895,1.0,75.65464115142822,51.71343994140625,1.0
2335,271.48014736175537,60.1973237991333,1.0,246.31303763389587,50.75252866744995,1.0,58.639617919921875,64.58588981628418,1.0,76.54735374450684,50.65094184875488,1.0
2336,270.12277245521545,60.88705539703369,1.0,246.11663222312927,51.115328788757324,1.0,57.816622734069824,63.82206058502197,1.0,76.47518825531006,50.65029001235962,1.0
2337,271.3501081466675,61.09542274475098,1.0,246.2693121433258,51.292070388793945,1.0,58.51119375228882,63.82574939727783,1.0,77.18349933624268,50.19736194610596,1.0
2338,271.2217445373535,60.615041732788086,1.0,245.37205469608307,51.5675892829895,1.0,58.75229227542877,64.50474643707275,1.0,77.60235977172852,50.07496929168701,1.0
2339,270.7520694732666,60.92954730987549,1.0,246.19028496742249,50.935240745544434,1.0,58.7250200510025,64.70914077758789,1.0,77.68464374542236,50.78306436538696,1.0
2340,270.9620907306671,61.0831995010376,1.0,245.83944630622864,50.72730541229248,1.0,59.33785259723663,64.48398971557617,1.0,77.4700574874878,50.02569055557251,1.0
2341,270.71471786499023,61.098772048950195,1.0,245.5025850534439,51.50946521759033,1.0,58.69876790046692,64.87664031982422,1.0,76.34157943725586,50.67435884475708,1.0
2342,270.87693667411804,61.49219512939453,1.0,245.31507515907288,51.43078899383545,1.0,58.60175669193268,64.20237636566162,1.0,76.4686861038208,50.37009620666504,1.0
2343,271.0577178001404,60.52626895904541,1.0,246.27184772491455,50.98972749710083,1.0,58.08245491981506,64.66181659698486,1.0,76.57837104797363,50.36084175109863,1.0
2344,270.63515543937683,61.46056938171387,1.0,245.24443125724792,52.0881290435791,1.0,58.96485137939453,63.815263748168945,1.0,76.61931133270264,49.930824279785156,1.0
2345,271.10000467300415,60.327494621276855,1.0,244.54477828741074,51.982800006866455,1.0,58.95147383213043,63.88487148284912,1.0,78.29691696166992,50.02055835723877,1.0
2346,272.21115255355835,59.65901231765747,1.0,244.90051013231277,51.769476890563965,1.0,58.94948220252991,63.377522468566895,1.0,77.44844913482666,49.716228008270264,1.0
2347,271.9578204154968,59.56630754470825,1.0,246.02790355682373,51.15327072143555,1.0,59.13995462656021,63.9573335647583,1.0,77.16013240814209,50.21570682525635,1.0
2348,271.77477765083313,60.16368007659912,1.0,245.37406134605408,51.243420124053955,1.0,59.03534084558487,64.2092227935791,1.0,76.67383861541748,50.18151569366455,1.0
2349,272.4757709503174,59.94398784637451,1.0,244.76569026708603,51.04395151138306,1.0,59.37121546268463,64.57005882263184,1.0,76.91080474853516,50.172295570373535,1.0
2350,271.9997375011444,59.60413646697998,1.0,245.5767034292221,52.05728626251221,1.0,58.85763359069824,64.44503021240234,1.0,77.59646606445312,49.41673994064331,1.0
2351,271.94240522384644,59.884971618652344,1.0,246.05599093437195,51.04270315170288,1.0,59.197230994701385,64.29677391052246,1.0,77.32367038726807,50.220128536224365,1.0
2352,271.4744985103607,60.183637619018555,1.0,245.3896814584732,51.42659664154053,1.0,59.41610062122345,64.03560161590576,1.0,78.85594940185547,49.500853538513184,1.0
2353,271.9849474430084,60.24176788330078,1.0,245.14078569412231,51.450122356414795,1.0,59.29102408885956,64.1622667312622,1.0,78.22252178192139,49.65200138092041,1.0
2354,271.6844437122345,60.36738681793213,1.0,246.6938350200653,51.09662675857544,1.0,59.07334476709366,64.8681411743164,1.0,78.04603576660156,49.977741718292236,1.0
2355,271.5358371734619,59.99393177032471,1.0,245.4740298986435,51.72553110122681,1.0,59.157188057899475,64.62032699584961,1.0,77.26910781860352,50.0837197303772,1.0
2356,271.19037556648254,60.29282188415527,1.0,246.74694228172302,51.76619005203247,1.0,59.39894473552704,64.7766981124878,1.0,77.41269874572754,49.55197191238403,1.0
2357,271.1413960456848,60.41030216217041,1.0,245.25324285030365,52.00689125061035,1.0,58.65088701248169,65.41512060165405,1.0,77.94626522064209,50.566171169281006,1.0
2358,271.09710025787354,61.1378870010376,1.0,245.6004055738449,51.49244260787964,1.0,58.79990100860596,65.00533771514893,1.0,78.04250144958496,51.00931787490845,1.0
2359,271.24171352386475,61.10657215118408,1.0,245.48123168945312,51.55060863494873,1.0,58.73109996318817,64.93687343597412,1.0,77.95841407775879,50.88815116882324,1.0
2360,270.5988698005676,61.626556396484375,1.0,244.9394874572754,51.096171855926514,1.0,58.48060202598572,64.32898616790771,1.0,77.31802463531494,50.531246185302734,1.0
2361,270.6087489128113,62.2926025390625,1.0,245.86746048927307,52.58046245574951,1.0,57.95044946670532,64.42746162414551,1.0,76.75793075561523,50.955928802490234,1.0
2362,270.3206808567047,61.58145618438721,1.0,246.15254664421082,51.937885761260986,1.0,58.73439073562622,64.24362182617188,1.0,77.20657348632812,50.2989068031311,1.0
2363,271.2150318622589,60.33468818664551,1.0,246.4770951271057,51.88094997406006,1.0,58.73951506614685,64.22067165374756,1.0,78.15776062011719,50.08211326599121,1.0
2364,270.52885365486145,61.86701011657715,1.0,245.49069833755493,52.04023361206055,1.0,58.13841664791107,63.732791900634766,1.0,77.8863525390625,49.83608436584473,1.0
2365,271.04796385765076,62.86797332763672,1.0,245.92827153205872,51.71527290344238,1.0,57.96145820617676,64.56500244140625,1.0,77.28144359588623,49.86862230300903,1.0
2366,270.71192693710327,61.74848175048828,1.0,245.58444809913635,52.10996913909912,1.0,58.606167793273926,63.94660186767578,1.0,77.12582302093506,50.75313901901245,1.0
2367,270.7596514225006,61.43721961975098,1.0,246.06992053985596,52.16151714324951,1.0,59.29762274026871,64.92511177062988,1.0,77.41659164428711,50.43388891220093,1.0
2368,270.52531385421753,62.5583438873291,1.0,245.51352155208588,52.014427185058594,1.0,58.77575492858887,65.04666900634766,1.0,76.68038558959961,50.624006271362305,1.0
2369,270.4924330711365,62.64163684844971,1.0,245.77720320224762,52.48466491699219,1.0,58.4864376783371,64.10222053527832,1.0,78.475510597229,50.639485359191895,1.0
2370,270.8136396408081,62.740652084350586,1.0,246.2503547668457,52.3244571685791,1.0,58.67766356468201,63.973201751708984,1.0,77.24718952178955,49.905688762664795,1.0
2371,270.8653588294983,61.79948806762695,1.0,245.52557003498077,52.33152484893799,1.0,58.4816792011261,64.58227825164795,1.0,77.0531644821167,50.5406756401062,1.0
2372,271.610999584198,61.2501106262207,1.0,246.01442003250122,51.74583864212036,1.0,57.88650584220886,64.04026794433594,1.0,77.12785053253174,50.835468769073486,1.0
2373,271.15574979782104,61.54196071624756,1.0,245.7823601961136,51.69580888748169,1.0,58.174636244773865,64.90169525146484,1.0,77.6576795578003,51.62096071243286,1.0
2374,270.1497690677643,62.41204357147217,1.0,246.09534239768982,52.09588813781738,1.0,59.04565107822418,64.32375812530518,1.0,77.12085914611816,50.83241510391235,1.0
2375,270.80974984169006,62.21102809906006,1.0,245.3963587284088,52.3025541305542,1.0,57.82333564758301,65.00439262390137,1.0,76.58448123931885,50.8311128616333,1.0
2376,269.8723495006561,62.98365116119385,1.0,244.93245196342468,51.88801193237305,1.0,58.271241188049316,64.98972606658936,1.0,77.2399435043335,51.416560649871826,1.0
2377,270.4437291622162,63.10230350494385,1.0,245.47675168514252,52.42355442047119,1.0,57.84290170669556,64.15427684783936,1.0,76.25813579559326,50.9701623916626,1.0
2378,270.5745368003845,62.88499927520752,1.0,246.6233196258545,52.83073806762695,1.0,59.26937007904053,65.45968818664551,1.0,76.60792064666748,51.69621419906616,1.0
2379,269.99057924747467,62.123867988586426,1.0,245.95570528507233,52.40859603881836,1.0,59.15130054950714,65.15792655944824,1.0,77.00927257537842,51.344483375549316,1.0
2380,269.7624953985214,63.06888675689697,1.0,245.36054491996765,52.10062503814697,1.0,58.72407364845276,65.52493190765381,1.0,75.66816663742065,51.068313121795654,1.0
2381,270.42281556129456,62.333608627319336,1.0,245.62934041023254,51.15820503234863,1.0,58.733693957328796,64.93274402618408,1.0,76.6718578338623,50.84720277786255,1.0
2382,270.0108721256256,62.85420799255371,1.0,245.1192878484726,51.824655055999756,1.0,58.33325493335724,64.54308605194092,1.0,77.15050983428955,50.44704484939575,1.0
2383,268.1045560836792,62.75853657722473,1.0,246.29470872879028,51.43851566314697,1.0,59.048980355262756,65.35616874694824,1.0,76.53419780731201,51.11819267272949,1.0
2384,268.70683670043945,63.354119539260864,1.0,245.19917130470276,52.320350646972656,1.0,57.63143348693848,64.59502124786377,1.0,76.98996925354004,50.49810218811035,1.0
2385,270.39076828956604,62.694637298583984,1.0,245.6911540031433,51.94694805145264,1.0,58.473188996315,63.993191719055176,1.0,77.53030300140381,50.07306480407715,1.0
2386,269.84927797317505,63.013681411743164,1.0,245.44327998161316,51.94168949127197,1.0,58.475504755973816,63.8041296005249,1.0,77.78612852096558,50.35597229003906,1.0
2387,270.4370605945587,63.16775321960449,1.0,246.31739711761475,52.42361640930176,1.0,58.93738603591919,64.92483615875244,1.0,77.90981674194336,51.15269470214844,1.0
2388,271.0315463542938,62.01966190338135,1.0,245.67987084388733,51.22175121307373,1.0,57.11229157447815,63.712249755859375,1.0,77.36126041412354,50.344857692718506,1.0
2389,268.7409954071045,63.38443326950073,1.0,245.1684535741806,52.50818920135498,1.0,58.80286991596222,65.40680599212646,1.0,77.25389099121094,50.529046058654785,1.0
2390,269.9079033136368,62.410712242126465,1.0,245.83989799022675,51.693615436553955,1.0,58.31982445716858,65.32752132415771,1.0,77.77523136138916,50.73812007904053,1.0
2391,270.2950119972229,62.62063217163086,1.0,246.1779637336731,51.772454261779785,1.0,57.674885988235474,64.11869716644287,1.0,76.75062274932861,49.566189765930176,1.0
2392,270.70546293258667,62.82956600189209,1.0,245.75682950019836,52.25015354156494,1.0,58.17092216014862,63.8090705871582,1.0,75.60409116744995,49.975890159606934,1.0
2393,270.4563229084015,62.22343158721924,1.0,245.75558722019196,51.80334281921387,1.0,58.60315990447998,64.30783653259277,1.0,76.88752841949463,50.49387979507446,1.0
2394,270.18828082084656,63.004448890686035,1.0,245.74402487277985,52.63234233856201,1.0,58.95462453365326,64.37474250793457,1.0,76.77894496917725,50.44680976867676,1.0
2395,270.03999876976013,62.40078926086426,1.0,245.41446137428284,51.38665580749512,1.0,58.57723891735077,64.33253192901611,1.0,77.42586612701416,50.231428146362305,1.0
2396,270.8111038208008,61.96253490447998,1.0,246.1096546649933,51.877410888671875,1.0,58.28792643547058,64.46908664703369,1.0,77.37460231781006,50.15432596206665,1.0
2397,270.6824345588684,62.590309143066406,1.0,245.82298302650452,51.34080362319946,1.0,59.05326855182648,65.39469337463379,1.0,75.92913961410522,51.12326145172119,1.0
2398,270.69769406318665,62.08421802520752,1.0,245.56921076774597,52.03673839569092,1.0,58.44741106033325,63.80936050415039,1.0,76.78730201721191,49.79007434844971,1.0
2399,269.9353713989258,62.30371856689453,1.0,246.61050868034363,52.00366973876953,1.0,58.5939736366272,64.36746501922607,1.0,77.61505794525146,49.843897342681885,1.0
2400,270.70287585258484,62.850417137145996,1.0,245.88196516036987,51.5540828704834,1.0,58.400800824165344,64.61213874816895,1.0,76.91602516174316,49.64028739929199,1.0
2401,270.0754156112671,62.8826379776001,1.0,246.24717664718628,51.65210723876953,1.0,58.98698353767395,65.26946640014648,1.0,77.09533023834229,50.23131465911865,1.0
2402,270.28295636177063,62.003360748291016,1.0,246.01092648506165,51.453129291534424,1.0,58.715984582901,64.71430683135986,1.0,76.85830783843994,50.22648477554321,1.0
2403,270.23499512672424,62.33700752258301,1.0,246.1866683959961,51.04282474517822,1.0,58.63795185089111,64.87259674072266,1.0,77.37540912628174,50.7373423576355,1.0
2404,271.2730975151062,61.96472644805908,1.0,247.35823464393616,51.27858209609985,1.0,58.141472578048706,63.866865158081055,1.0,76.59827136993408,50.01812791824341,1.0
2405,270.2195279598236,62.83159255981445,1.0,244.76328438520432,52.03995132446289,1.0,58.47162437438965,63.77145576477051,1.0,76.78826999664307,49.66486310958862,1.0
2406,270.7908625602722,61.87446117401123,1.0,245.52262258529663,52.51547622680664,1.0,58.86626613140106,63.84513854980469,1.0,76.85927104949951,50.24402856826782,1.0
2407,270.4446451663971,61.67990207672119,1.0,245.71552741527557,51.381752014160156,1.0,58.634204506874084,64.31358814239502,1.0,76.21110534667969,50.312596797943115,1.0
2408,270.44776034355164,61.78017234802246,1.0,246.8541874885559,51.39466714859009,1.0,58.00364112854004,64.2482738494873,1.0,77.12070369720459,50.3599419593811,1.0
2409,269.96066641807556,63.34953689575195,1.0,246.19666528701782,51.13339948654175,1.0,58.098565101623535,63.7579402923584,1.0,77.61822605133057,49.11485719680786,1.0
2410,271.24940752983093,61.61041736602783,1.0,246.24329829216003,51.87614583969116,1.0,57.93775033950806,63.63352012634277,1.0,77.6348021030426,48.338351249694824,1.0
2411,271.0875024795532,61.6726655960083,1.0,246.02751350402832,51.43071365356445,1.0,57.79936218261719,63.564693450927734,1.0,77.33049142360687,48.34901809692383,1.0
2412,271.4177441596985,61.62283992767334,1.0,246.11032390594482,51.58660840988159,1.0,58.32505178451538,62.8964319229126,1.0,77.24190998077393,49.857696533203125,1.0
2413,270.5250599384308,61.75666427612305,1.0,245.68021643161774,52.08182239532471,1.0,59.02942419052124,63.12107849121094,1.0,77.36008262634277,49.77253723144531,1.0
2414,270.58547043800354,61.78512477874756,1.0,246.10043144226074,51.44986295700073,1.0,58.25822901725769,63.39614200592041,1.0,76.48520565032959,50.21767616271973,1.0
2415,270.12014746665955,61.990150451660156,1.0,245.65674555301666,51.267868518829346,1.0,58.89737260341644,64.403244972229,1.0,76.2107343673706,51.00516986846924,1.0
2416,270.5669696331024,60.79027557373047,1.0,246.00581169128418,51.98518466949463,1.0,58.28306818008423,63.31917667388916,1.0,76.20233058929443,51.157981872558594,1.0
2417,271.41937279701233,60.49511528015137,1.0,245.88145673274994,51.84178829193115,1.0,57.94057607650757,63.28212642669678,1.0,75.67118692398071,50.83513164520264,1.0
2418,271.36796975135803,60.32325267791748,1.0,246.10249733924866,51.53973960876465,1.0,57.949050426483154,64.80979347229004,1.0,75.88505172729492,50.41607856750488,1.0
2419,272.2103805541992,59.903056144714355,1.0,246.27919673919678,52.04528617858887,1.0,58.014092683792114,64.50072574615479,1.0,76.06567096710205,50.6355299949646,1.0
2420,270.3860909938812,60.75322341918945,1.0,245.81256675720215,52.6235466003418,1.0,58.827080607414246,65.43731880187988,1.0,74.4673957824707,51.51914978027344,1.0
2421,270.42842411994934,61.0560188293457,1.0,245.33307123184204,51.79819059371948,1.0,58.75961768627167,65.72685623168945,1.0,74.86027574539185,51.9211950302124,1.0
2422,270.85328698158264,60.553038597106934,1.0,245.28300833702087,52.085659980773926,1.0,58.74875628948212,64.72747898101807,1.0,75.200599193573,51.3628249168396,1.0
2423,270.4680452346802,61.37477397918701,1.0,244.7468317747116,51.492878913879395,1.0,58.72856616973877,65.20299911499023,1.0,75.56718063354492,51.05726718902588,1.0
2424,270.78085684776306,60.78632068634033,1.0,245.51108312606812,51.611170291900635,1.0,58.50707495212555,64.36093807220459,1.0,76.31911087036133,51.81963109970093,1.0
2425,271.0645000934601,60.89195156097412,1.0,245.1770362854004,51.91474771499634,1.0,58.640214800834656,64.96900653839111,1.0,76.35012435913086,51.52147912979126,1.0
2426,271.2571098804474,61.59201622009277,1.0,245.45573723316193,51.98637628555298,1.0,58.90235948562622,65.22601318359375,1.0,77.54155158996582,51.5583553314209,1.0
2427,271.11102294921875,61.24119758605957,1.0,246.2507026195526,51.67366123199463,1.0,58.232985973358154,65.46776866912842,1.0,75.81544589996338,51.6650710105896,1.0
2428,270.85290908813477,61.760443687438965,1.0,244.91192936897278,51.867798805236816,1.0,58.903226017951965,64.29103088378906,1.0,77.02349376678467,50.91449689865112,1.0
2429,271.1455862522125,62.00383377075195,1.0,245.4944565296173,51.73106288909912,1.0,58.587236642837524,65.19333553314209,1.0,75.04189968109131,51.879247188568115,1.0
2430,270.5477797985077,61.1832971572876,1.0,245.21811246871948,51.900527000427246,1.0,58.11845421791077,64.35721397399902,1.0,76.42874526977539,51.266690254211426,1.0
2431,270.3291075229645,61.124399185180664,1.0,245.07925128936768,51.656699657440186,1.0,58.15897560119629,64.56933975219727,1.0,75.66905117034912,51.1689338684082,1.0
2432,270.2993965148926,62.037071228027344,1.0,243.79327224195004,51.88429117202759,1.0,58.353764295578,65.15268993377686,1.0,75.12074136734009,52.37962627410889,1.0
2433,270.7326304912567,60.12081336975098,1.0,245.88898515701294,51.73694610595703,1.0,58.47245728969574,64.76035785675049,1.0,75.57335948944092,51.98297691345215,1.0
2434,271.00460600852966,61.15357780456543,1.0,245.54654455184937,52.078293800354004,1.0,58.46624267101288,64.54437351226807,1.0,75.71706247329712,51.17041301727295,1.0
2435,271.3328938484192,60.48557662963867,1.0,245.44973182678223,51.40519094467163,1.0,58.182297229766846,63.83475399017334,1.0,75.81476306915283,50.94124889373779,1.0
2436,270.8001356124878,61.117902755737305,1.0,245.12798655033112,51.73690938949585,1.0,58.6768935918808,64.00827312469482,1.0,76.30286026000977,50.534024238586426,1.0
2437,270.16801404953003,61.30717372894287,1.0,244.34020933508873,52.02259922027588,1.0,59.10965412855148,65.1328182220459,1.0,76.1426887512207,51.702552795410156,1.0
2438,271.0207026004791,61.40214157104492,1.0,244.4956947863102,52.065367698669434,1.0,58.57125949859619,64.8565559387207,1.0,76.34946727752686,50.60842704772949,1.0
2439,271.17896938323975,61.578609466552734,1.0,244.961281478405,52.23047733306885,1.0,58.22458600997925,64.70754432678223,1.0,75.65196800231934,51.32725286483765,1.0
2440,271.3578305244446,60.38971138000488,1.0,245.48275780677795,51.88204526901245,1.0,57.552504539489746,64.218186378479,1.0,75.61888217926025,51.80472803115845,1.0
2441,270.46807622909546,61.58041477203369,1.0,245.46902406215668,51.4155478477478,1.0,58.59313094615936,64.82647514343262,1.0,75.57839822769165,51.66742467880249,1.0
2442,271.3488163948059,62.176480293273926,1.0,245.37048053741455,52.065178871154785,1.0,58.769362688064575,64.92982482910156,1.0,76.47865676879883,51.77440166473389,1.0
2443,271.09863781929016,60.71433734893799,1.0,245.1444652080536,52.368839263916016,1.0,58.27032196521759,64.70155620574951,1.0,76.34235286712646,51.41655445098877,1.0
2444,271.3413636684418,61.09655570983887,1.0,245.8823699951172,52.19668483734131,1.0,58.8412721157074,64.72597599029541,1.0,75.79059600830078,51.35261344909668,1.0
2445,270.9482834339142,61.156715393066406,1.0,245.92797446250916,51.004385471343994,1.0,58.66340684890747,64.47583198547363,1.0,76.26031494140625,51.306798458099365,1.0
2446,270.95946311950684,60.998568534851074,1.0,245.94981062412262,50.82812309265137,1.0,58.342236280441284,64.54616260528564,1.0,75.3514461517334,50.99784326553345,1.0
2447,270.77253675460815,61.860958099365234,1.0,245.66710948944092,51.76485347747803,1.0,58.203011989593506,64.41116905212402,1.0,76.18702793121338,50.796175479888916,1.0
2448,270.54433274269104,61.03817844390869,1.0,245.57888221740723,51.653361797332764,1.0,58.23327708244324,64.03637886047363,1.0,76.19196319580078,50.09309434890747,1.0
2449,271.17251348495483,61.70039367675781,1.0,245.31919312477112,51.774702072143555,1.0,58.887568950653076,64.04264736175537,1.0,77.02810955047607,50.30434799194336,1.0
2450,270.71206188201904,61.14041709899902,1.0,245.2245444059372,51.60830640792847,1.0,58.47270166873932,63.96894645690918,1.0,76.86275291442871,50.53647756576538,1.0
2451,271.4339699745178,60.00444030761719,1.0,247.08725786209106,51.35178756713867,1.0,59.09782415628433,63.61922740936279,1.0,75.5796046257019,50.884016036987305,1.0
2452,271.88327383995056,61.18506622314453,1.0,246.27171850204468,51.71744108200073,1.0,59.42390066385269,63.53638458251953,1.0,75.78041410446167,50.67227649688721,1.0
2453,271.32071447372437,61.12771129608154,1.0,245.5701756477356,52.169620513916016,1.0,59.55612179636955,65.04953098297119,1.0,75.32571601867676,50.527827739715576,1.0
2454,271.60679864883423,60.866655349731445,1.0,246.30822587013245,50.83807706832886,1.0,59.22919708490372,64.72670650482178,1.0,76.64607810974121,51.46753406524658,1.0
2455,270.718026638031,60.35377883911133,1.0,246.1167814731598,51.19524526596069,1.0,59.075671792030334,64.81415557861328,1.0,76.6367244720459,51.003769397735596,1.0
2456,271.542188167572,59.968735218048096,1.0,246.66893887519836,50.53803110122681,1.0,59.25573402643204,64.80295085906982,1.0,76.03317356109619,51.05186319351196,1.0
2457,271.1881334781647,60.383646965026855,1.0,246.81032586097717,50.96064567565918,1.0,58.76518154144287,64.263596534729,1.0,75.83654642105103,50.53888988494873,1.0
2458,271.3224341869354,60.4558744430542,1.0,245.57666397094727,51.59464645385742,1.0,58.93010330200195,64.3494930267334,1.0,75.93667936325073,50.289989948272705,1.0
2459,270.9662187099457,61.13343620300293,1.0,245.604834318161,51.529417514801025,1.0,59.97734785079956,63.74070930480957,1.0,76.93191814422607,49.26246452331543,1.0
2460,270.59638810157776,61.363882064819336,1.0,245.70381724834442,50.90444898605347,1.0,58.750386238098145,63.11966323852539,1.0,76.16899681091309,49.99326992034912,1.0
2461,271.61270356178284,60.417327880859375,1.0,245.96753072738647,51.62350082397461,1.0,58.798959732055664,63.37969207763672,1.0,76.75369453430176,49.992431640625,1.0
2462,271.4035396575928,60.46476364135742,1.0,245.90931010246277,51.11460781097412,1.0,59.35205364227295,63.70551109313965,1.0,76.61279964447021,50.264626026153564,1.0
2463,272.0765323638916,60.2153434753418,1.0,245.77920949459076,51.79549503326416,1.0,58.21683204174042,64.43368244171143,1.0,75.06489419937134,51.084280014038086,1.0
2464,271.8432192802429,59.21107769012451,1.0,246.41977334022522,50.69214677810669,1.0,58.59185552597046,63.82277584075928,1.0,76.33220863342285,50.33317184448242,1.0
2465,271.45971488952637,60.16790962219238,1.0,245.59390199184418,51.28909969329834,1.0,58.904528856277466,64.32916164398193,1.0,75.35665607452393,50.772737979888916,1.0
2466,271.3346018791199,60.27497959136963,1.0,245.58570528030396,51.38307332992554,1.0,58.89675569534302,63.51110076904297,1.0,76.4092664718628,49.783730030059814,1.0
2467,271.6944510936737,60.87296104431152,1.0,246.43435406684875,51.10513162612915,1.0,58.60191369056702,64.0670394897461,1.0,76.75871086120605,49.96823596954346,1.0
2468,271.1766781806946,60.68072509765625,1.0,245.94004619121552,51.49454069137573,1.0,58.66894030570984,63.99291706085205,1.0,76.95132446289062,49.92408990859985,1.0
2469,271.74744629859924,60.74130058288574,1.0,245.48111391067505,52.04340076446533,1.0,59.47319269180298,63.31187629699707,1.0,77.01947784423828,49.61895513534546,1.0
2470,271.11334323883057,60.4265251159668,1.0,245.1022379398346,51.70142889022827,1.0,58.55920147895813,63.95131969451904,1.0,76.24868869781494,50.60223388671875,1.0
2471,271.2206332683563,60.113059997558594,1.0,244.8563653230667,51.628355503082275,1.0,59.35556507110596,64.34442710876465,1.0,76.70695114135742,50.1169056892395,1.0
2472,270.1870844364166,61.476449966430664,1.0,245.631410241127,51.54837894439697,1.0,58.31739568710327,63.319374084472656,1.0,75.70554780960083,49.59529256820679,1.0
2473,270.6475429534912,61.38326644897461,1.0,245.47654116153717,51.563278675079346,1.0,57.69048833847046,64.27510738372803,1.0,75.97227621078491,49.91035985946655,1.0
2474,271.1501655578613,60.971741676330566,1.0,245.66399669647217,51.74488067626953,1.0,58.25326943397522,64.40912914276123,1.0,75.15334415435791,51.295814037323,1.0
2475,270.7644679546356,60.712740898132324,1.0,245.45472741127014,50.894489765167236,1.0,58.02464556694031,64.50195980072021,1.0,76.0730676651001,50.97381591796875,1.0
2476,271.0054135322571,60.54324436187744,1.0,245.8059103488922,52.21293067932129,1.0,58.15673303604126,64.06259059906006,1.0,76.19662857055664,50.62531566619873,1.0
2477,271.3383593559265,59.7848219871521,1.0,245.43677842617035,52.104095458984375,1.0,58.2276566028595,65.09713363647461,1.0,76.47103500366211,51.05282783508301,1.0
2478,270.86284947395325,59.663676261901855,1.0,245.84649276733398,51.55192518234253,1.0,58.68906021118164,63.65382480621338,1.0,76.06813716888428,50.16048526763916,1.0
2479,270.9534285068512,60.69631290435791,1.0,245.20757937431335,51.677125453948975,1.0,58.2569614648819,63.71548843383789,1.0,76.45609092712402,51.25582313537598,1.0
2480,271.37724566459656,59.713292598724365,1.0,245.67182409763336,51.92093229293823,1.0,58.76804232597351,64.50832462310791,1.0,76.31855010986328,51.37012004852295,1.0
2481,271.7429738044739,59.6631064414978,1.0,245.54716098308563,51.534568309783936,1.0,57.78327918052673,63.59021854400635,1.0,76.40710353851318,49.9226393699646,1.0
2482,271.4781529903412,60.39759635925293,1.0,245.57951033115387,51.24041032791138,1.0,57.849637031555176,63.81424617767334,1.0,75.84145069122314,50.780128955841064,1.0
2483,271.2844731807709,59.72276449203491,1.0,246.30670499801636,51.231167793273926,1.0,58.88370323181152,64.88283348083496,1.0,75.21666669845581,51.1438193321228,1.0
2484,270.3987777233124,61.28134822845459,1.0,245.54462790489197,52.232093811035156,1.0,58.39867579936981,64.39274406433105,1.0,76.74093246459961,50.65765190124512,1.0
2485,271.26431345939636,60.56812381744385,1.0,244.76319670677185,52.22785949707031,1.0,58.47399973869324,64.10647010803223,1.0,77.14519023895264,50.565706729888916,1.0
2486,271.49426436424255,59.882097244262695,1.0,245.3982025384903,51.72949028015137,1.0,59.345631420612335,64.83091831207275,1.0,77.14005851745605,50.48040533065796,1.0
2487,270.99785232543945,61.644333839416504,1.0,245.3648360967636,52.26681613922119,1.0,59.020777225494385,64.17269515991211,1.0,76.98524856567383,50.620694160461426,1.0
2488,271.0248827934265,60.43941116333008,1.0,244.8876690864563,51.216856479644775,1.0,59.27503442764282,63.99050426483154,1.0,77.20882892608643,50.26846885681152,1.0
2489,271.1740231513977,61.18306922912598,1.0,244.82241654396057,52.51302528381348,1.0,59.013638496398926,64.20764350891113,1.0,77.27416324615479,50.31066703796387,1.0
2490,271.29416370391846,60.421552658081055,1.0,245.09919822216034,51.65741729736328,1.0,58.76758146286011,63.330172538757324,1.0,76.56316757202148,49.9898419380188,1.0
